"","transaction_id","trans_group_en","property_usage_en","procedure_name_en","property_sub_type_en","instance_date","area_id","area_name_en","procedure_area","actual_worth","meter_sale_price"
"699621","1-11-2023-34509","Sales","Commercial","Sell","Office","2023-10-25","350","Al Thanyah Fifth","639.67","16500000.0","25794.55"
"699669","1-11-2023-426","Sales","Commercial","Sell","Office","2023-01-06","526","Business Bay","73.61","825124.0","11209.4"
"699876","1-11-2023-42638","Sales","Commercial","Sell","","2023-12-22","305","Al Qusais First","2674.68","21800000.0","8150.51"
"700037","1-11-2023-42481","Sales","Commercial","Sell","Office","2023-12-21","526","Business Bay","89.5","800000.0","8938.55"
"700051","1-11-2023-15200","Sales","Commercial","Sell","","2023-05-19","334","Al Jadaf","1247.13","11544640.0","9256.97"
"700376","1-11-2023-13975","Sales","Commercial","Sell","Office","2023-05-10","435","Al Hebiah Fourth","94.13","629738.0","6690.09"
"700798","1-11-2023-5073","Sales","Commercial","Sell","Office","2023-02-23","526","Business Bay","40.84","350000.0","8570.03"
"700896","1-11-2023-22982","Sales","Commercial","Sell","Office","2023-07-20","350","Al Thanyah Fifth","80.07","878470.0","10971.28"
"700909","1-11-2023-37424","Sales","Commercial","Sell","Office","2023-11-16","526","Business Bay","195.49","2988562.0","15287.54"
"700975","1-11-2023-1295","Sales","Commercial","Sell","Shop","2023-01-17","343","Al Warsan First","66.0","505250.0","7655.3"
"701292","1-11-2023-22458","Sales","Commercial","Sell","Office","2023-07-17","390","Burj Khalifa","313.18","15750000.0","50290.57"
"701508","1-11-2023-9385","Sales","Commercial","Sell","","2023-03-30","413","World Islands","49977.34","58546480.0","1171.46"
"701953","1-11-2023-23185","Sales","Commercial","Sell","Office","2023-07-24","350","Al Thanyah Fifth","134.06","1875913.0","13993.09"
"702053","1-11-2023-25587","Sales","Commercial","Sell","Office","2023-08-14","526","Business Bay","430.29","4909240.0","11409.14"
"702262","1-11-2023-15972","Sales","Commercial","Sell","Office","2023-05-25","350","Al Thanyah Fifth","122.54","1195000.0","9751.92"
"702293","1-11-2023-8879","Sales","Commercial","Sell","Office","2023-03-27","526","Business Bay","111.8","914591.0","8180.6"
"702414","1-11-2023-4921","Sales","Commercial","Sell","","2023-02-21","276","Al Bada","278.71","2000000.0","7175.92"
"702444","1-11-2023-42261","Sales","Commercial","Sell","Office","2023-12-22","526","Business Bay","105.62","1534788.0","14531.23"
"702513","1-11-2023-42809","Sales","Commercial","Sell","Shop","2023-12-25","330","Marsa Dubai","176.9","6991617.0","39522.99"
"702556","1-11-2023-43355","Sales","Commercial","Sell","Office","2023-12-28","350","Al Thanyah Fifth","150.41","1645969.0","10943.22"
"702664","1-11-2023-11799","Sales","Commercial","Sell","","2023-04-19","350","Al Thanyah Fifth","114.35","430797.0","3767.36"
"702960","1-11-2023-38168","Sales","Commercial","Sell","Office","2023-11-22","526","Business Bay","96.16","1138566.0","11840.33"
"702978","1-11-2023-32599","Sales","Commercial","Sell","","2023-10-11","350","Al Thanyah Fifth","1065.65","18000000.0","16891.1"
"703381","1-11-2023-39472","Sales","Commercial","Sell","Shop","2023-12-01","343","Al Warsan First","39.0","460000.0","11794.87"
"703503","1-11-2023-33516","Sales","Commercial","Sell","Office","2023-10-18","350","Al Thanyah Fifth","151.63","3753445.0","24753.97"
"703984","1-11-2023-39350","Sales","Commercial","Sell","","2023-11-30","233","Hor Al Anz","178.86","3500000.0","19568.38"
"704254","1-11-2023-23019","Sales","Commercial","Sell","Office","2023-07-20","350","Al Thanyah Fifth","103.32","1500000.0","14518.0"
"705003","1-11-2023-27423","Sales","Commercial","Sell","Office","2023-08-29","409","Al Barshaa South Third","48.75","370000.0","7589.74"
"705145","1-11-2023-22612","Sales","Commercial","Sell","","2023-07-18","445","Jabal Ali First","600.0","2000000.0","3333.33"
"705299","1-11-2023-43145","Sales","Commercial","Sell","Office","2023-12-27","343","Al Warsan First","83.85","541530.0","6458.32"
"705571","1-11-2023-38588","Sales","Commercial","Sell","","2023-11-24","441","Al Barsha South Fourth","1898.99","25533420.0","13445.79"
"705610","1-11-2023-1580","Sales","Commercial","Sell","Office","2023-01-18","350","Al Thanyah Fifth","322.86","3000000.0","9291.95"
"706258","1-11-2023-11511","Sales","Commercial","Sell","Office","2023-04-18","526","Business Bay","53.91","565000.0","10480.43"
"706417","1-11-2023-20767","Sales","Commercial","Sell","","2023-07-04","350","Al Thanyah Fifth","511.26","5650000.0","11051.13"
"706482","1-11-2023-40555","Sales","Commercial","Sell","","2023-12-08","335","Nad Al Shiba First","235.22","3750000.0","15942.52"
"706562","1-11-2023-10143","Sales","Commercial","Sell","Office","2023-04-06","526","Business Bay","101.94","1017526.0","9981.62"
"706843","1-11-2022-33167","Sales","Commercial","Sell","Office","2023-01-02","526","Business Bay","48.48","610000.0","12582.51"
"706961","1-11-2023-18680","Sales","Commercial","Sell","","2023-06-14","350","Al Thanyah Fifth","566.86","4950000.0","8732.31"
"707117","1-11-2023-21656","Sales","Commercial","Sell","Office","2023-07-11","409","Al Barshaa South Third","51.63","400000.0","7747.43"
"707257","1-11-2023-14303","Sales","Commercial","Sell","Office","2023-05-12","526","Business Bay","40.85","620000.0","15177.48"
"707585","1-11-2023-2649","Sales","Commercial","Sell","Office","2023-01-30","526","Business Bay","101.87","1175000.0","11534.31"
"707588","1-11-2023-19035","Sales","Commercial","Sell","","2023-06-15","410","Palm Jumeirah","1243.53","37100000.0","29834.42"
"708212","1-11-2023-21867","Sales","Commercial","Sell","","2023-07-12","352","Al Thanayah Fourth","1351.27","26000000.0","19241.16"
"708230","1-11-2023-40087","Sales","Commercial","Sell","","2023-12-06","350","Al Thanyah Fifth","692.52","6510000.0","9400.45"
"708534","1-11-2023-15835","Sales","Commercial","Sell","Office","2023-05-25","350","Al Thanyah Fifth","157.36","1355048.0","8611.13"
"708847","1-11-2023-10881","Sales","Commercial","Sell","Office","2023-04-17","526","Business Bay","112.2","1295000.0","11541.89"
"709438","1-11-2023-35107","Sales","Commercial","Sell","Office","2023-10-31","526","Business Bay","82.48","1050000.0","12730.36"
"709543","1-11-2023-32280","Sales","Commercial","Sell","Office","2023-10-09","526","Business Bay","104.13","960000.0","9219.25"
"709693","1-11-2023-12126","Sales","Commercial","Sell","Office","2023-04-26","350","Al Thanyah Fifth","51.93","684775.0","13186.5"
"710223","1-11-2023-24142","Sales","Commercial","Sell","Office","2023-08-01","526","Business Bay","48.48","770000.0","15882.84"
"710586","1-11-2023-10043","Sales","Commercial","Sell","Office","2023-04-05","343","Al Warsan First","122.86","1000000.0","8139.35"
"710849","1-11-2023-355","Sales","Commercial","Sell","Office","2023-01-04","390","Burj Khalifa","312.34","16500000.0","52827.05"
"710895","1-11-2023-10267","Sales","Commercial","Sell","","2023-04-06","485","Me'Aisem First","784.53","8900000.0","11344.37"
"710897","1-11-2023-38954","Sales","Commercial","Sell","Shop","2023-11-28","343","Al Warsan First","38.0","347675.0","9149.34"
"710934","1-11-2023-3290","Sales","Commercial","Sell","Office","2023-02-06","350","Al Thanyah Fifth","97.58","777366.0","7966.45"
"711493","1-11-2023-39713","Sales","Commercial","Sell","Office","2023-12-01","409","Al Barshaa South Third","60.32","550000.0","9118.04"
"711715","1-11-2023-28966","Sales","Commercial","Sell","Office","2023-09-12","526","Business Bay","58.93","675000.0","11454.27"
"711771","1-11-2023-37091","Sales","Commercial","Sell","","2023-11-16","352","Al Thanayah Fourth","555.37","6260000.0","11271.76"
"711919","1-11-2023-35545","Sales","Commercial","Sell","Office","2023-11-03","526","Business Bay","37.72","490000.0","12990.46"
"712734","1-11-2023-41525","Sales","Commercial","Sell","Office","2023-12-25","350","Al Thanyah Fifth","68.1","672000.0","9867.84"
"712892","1-11-2023-23193","Sales","Commercial","Sell","Office","2023-07-21","350","Al Thanyah Fifth","103.96","1454726.0","13993.13"
"713127","1-11-2023-23751","Sales","Commercial","Sell","Office","2023-07-27","409","Al Barshaa South Third","48.66","410000.0","8425.81"
"713420","1-11-2023-24240","Sales","Commercial","Sell","Office","2023-08-01","350","Al Thanyah Fifth","98.05","1000000.0","10198.88"
"713435","1-11-2023-30665","Sales","Commercial","Sell","Shop","2023-09-25","343","Al Warsan First","39.0","367605.0","9425.77"
"713724","1-11-2023-38309","Sales","Commercial","Sell","Office","2023-11-22","526","Business Bay","94.75","590000.0","6226.91"
"713807","1-11-2023-37046","Sales","Commercial","Sell","Office","2023-11-14","526","Business Bay","184.85","1296580.0","7014.23"
"713955","1-11-2023-3267","Sales","Commercial","Sell","Office","2023-02-06","526","Business Bay","50.89","437000.0","8587.15"
"714111","1-11-2023-41980","Sales","Commercial","Sell","Office","2023-12-18","526","Business Bay","156.09","2402000.0","15388.56"
"714461","1-11-2023-43446","Sales","Commercial","Sell","Office","2023-12-28","409","Al Barshaa South Third","78.22","850000.0","10866.79"
"715105","1-11-2023-37904","Sales","Commercial","Sell","Office","2023-11-20","526","Business Bay","72.39","1210000.0","16715.02"
"715507","1-11-2023-21112","Sales","Commercial","Sell","Office","2023-07-06","526","Business Bay","75.29","1150000.0","15274.27"
"715764","1-11-2023-1329","Sales","Commercial","Sell","Office","2023-01-16","350","Al Thanyah Fifth","126.91","1000000.0","7879.6"
"716114","1-11-2023-13138","Sales","Commercial","Sell","","2023-05-03","445","Jabal Ali First","613.78","2025000.0","3299.23"
"716249","1-11-2023-42657","Sales","Commercial","Sell","","2023-12-22","266","Al Satwa","1209.0","15615600.0","12916.13"
"716317","1-11-2023-4012","Sales","Commercial","Sell","","2023-02-13","485","Me'Aisem First","33.85","123865.0","3659.24"
"716646","1-11-2023-18799","Sales","Commercial","Sell","","2023-06-14","410","Palm Jumeirah","59.21","245400.0","4144.57"
"716731","1-11-2023-10455","Sales","Commercial","Sell","Shop","2023-04-11","343","Al Warsan First","43.0","361023.0","8395.88"
"716908","1-11-2023-12826","Sales","Commercial","Sell","","2023-05-02","352","Al Thanayah Fourth","1806.87","52000000.0","28779.05"
"717019","1-11-2023-18656","Sales","Commercial","Sell","Office","2023-06-14","350","Al Thanyah Fifth","59.83","676200.0","11302.02"
"717067","1-11-2023-15504","Sales","Commercial","Sell","Office","2023-05-23","526","Business Bay","117.71","2250000.0","19114.77"
"717199","1-11-2023-17471","Sales","Commercial","Sell","Office","2023-06-06","350","Al Thanyah Fifth","198.75","2150027.0","10817.75"
"717286","1-11-2023-37988","Sales","Commercial","Sell","","2023-11-20","445","Jabal Ali First","600.0","4685500.0","7809.17"
"717481","1-11-2023-33651","Sales","Commercial","Sell","","2023-10-19","303","Um Suqaim First","6446.07","40000000.0","6205.33"
"717605","1-11-2023-29144","Sales","Commercial","Sell","Shop","2023-09-13","330","Marsa Dubai","105.04","1136000.0","10814.93"
"717681","1-11-2023-19238","Sales","Commercial","Sell","","2023-06-19","435","Al Hebiah Fourth","661.66","4999000.0","7555.24"
"717816","1-11-2023-6488","Sales","Commercial","Sell","Office","2023-03-13","526","Business Bay","181.75","2790963.0","15356.06"
"718310","1-11-2023-14517","Sales","Commercial","Sell","Office","2023-05-15","526","Business Bay","57.6","630000.0","10937.5"
"719633","1-11-2023-21334","Sales","Commercial","Sell","","2023-07-07","484","Nadd Hessa","406.45","3600000.0","8857.18"
"719743","1-11-2023-15156","Sales","Commercial","Sell","Shop","2023-05-19","343","Al Warsan First","82.0","718000.0","8756.1"
"720394","1-11-2023-25830","Sales","Commercial","Sell","","2023-08-15","485","Me'Aisem First","794.31","10000000.0","12589.54"
"720405","1-11-2023-2798","Sales","Commercial","Sell","","2023-01-31","350","Al Thanyah Fifth","816.14","8900000.0","10904.99"
"720438","1-11-2023-34234","Sales","Commercial","Sell","Office","2023-10-24","526","Business Bay","106.0","1430000.0","13490.57"
"720757","1-11-2023-13693","Sales","Commercial","Sell","Office","2023-05-08","526","Business Bay","104.83","848024.0","8089.52"
"720833","1-11-2023-12256","Sales","Commercial","Sell","Office","2023-04-28","350","Al Thanyah Fifth","74.11","717939.0","9687.48"
"721086","1-11-2023-2400","Sales","Commercial","Sell","Office","2023-01-27","350","Al Thanyah Fifth","59.83","806236.0","13475.46"
"721099","1-11-2023-19644","Sales","Commercial","Sell","","2023-06-21","343","Al Warsan First","154.0","1510000.0","9805.19"
"721469","1-11-2023-24339","Sales","Commercial","Sell","Office","2023-08-02","350","Al Thanyah Fifth","84.17","1437745.0","17081.44"
"721628","1-11-2023-25986","Sales","Commercial","Sell","","2023-08-16","484","Nadd Hessa","369.37","3800000.0","10287.79"
"721766","1-11-2023-34336","Sales","Commercial","Sell","","2023-10-25","269","Al Hamriya","377.46","9500000.0","25168.23"
"721779","1-11-2023-10205","Sales","Commercial","Sell","","2023-04-06","350","Al Thanyah Fifth","740.0","6850000.0","9256.76"
"721930","1-11-2023-34273","Sales","Commercial","Sell","Office","2023-10-25","444","Al Hebiah First","340.84","2036295.0","5974.34"
"722022","1-11-2023-26856","Sales","Commercial","Sell","","2023-08-24","350","Al Thanyah Fifth","735.55","5500000.0","7477.4"
"722254","1-11-2023-37604","Sales","Commercial","Sell","","2023-11-17","410","Palm Jumeirah","58.44","528310.0","9040.21"
"722280","1-11-2023-40561","Sales","Commercial","Sell","Office","2023-12-11","350","Al Thanyah Fifth","98.5","1000000.0","10152.28"
"722417","1-11-2023-20777","Sales","Commercial","Sell","","2023-07-04","232","Mirdif","1159.52","10608872.0","9149.37"
"722610","1-11-2023-41829","Sales","Commercial","Sell","","2023-12-28","445","Jabal Ali First","1456.72","2979200.0","2045.14"
"723454","1-11-2023-23691","Sales","Commercial","Sell","Office","2023-07-26","435","Al Hebiah Fourth","87.09","558049.0","6407.73"
"723775","1-11-2023-4763","Sales","Commercial","Sell","","2023-02-20","445","Jabal Ali First","602.72","1800000.0","2986.46"
"723785","1-11-2023-5634","Sales","Commercial","Sell","","2023-02-28","266","Al Satwa","1441.21","15358000.0","10656.32"
"724072","1-11-2023-8671","Sales","Commercial","Sell","Shop","2023-03-23","467","Wadi Al Safa 5","62.38","903000.0","14475.79"
"724303","1-11-2023-5476","Sales","Commercial","Sell","","2023-02-27","410","Palm Jumeirah","60.14","249200.0","4143.66"
"724368","1-11-2023-12621","Sales","Commercial","Sell","Office","2023-05-01","526","Business Bay","34.12","462000.0","13540.45"
"724436","1-11-2023-37674","Sales","Commercial","Sell","Shop","2023-11-20","343","Al Warsan First","66.0","650000.0","9848.48"
"724465","1-11-2023-13273","Sales","Commercial","Sell","","2023-05-04","334","Al Jadaf","1084.36","8228717.0","7588.55"
"725048","1-11-2023-24990","Sales","Commercial","Sell","","2023-08-08","329","Trade Center Second","2322.58","276000000.0","118833.37"
"725111","1-11-2023-17385","Sales","Commercial","Sell","","2023-06-06","352","Al Thanayah Fourth","552.03","6300000.0","11412.42"
"725138","1-11-2023-4716","Sales","Commercial","Sell","Office","2023-02-20","443","Al Thanyah First","80.68","1000000.0","12394.65"
"725295","1-11-2023-449","Sales","Commercial","Sell","Office","2023-01-05","526","Business Bay","146.14","1806398.0","12360.74"
"725712","1-11-2023-10890","Sales","Commercial","Sell","Office","2023-04-12","350","Al Thanyah Fifth","79.34","576450.0","7265.57"
"725930","1-11-2023-1686","Sales","Commercial","Sell","Office","2023-01-19","350","Al Thanyah Fifth","67.54","872400.0","12916.79"
"725981","1-11-2023-39778","Sales","Commercial","Sell","","2023-12-01","410","Palm Jumeirah","423.57","13000000.0","30691.5"
"726196","1-11-2023-22654","Sales","Commercial","Sell","","2023-07-18","350","Al Thanyah Fifth","518.97","4250000.0","8189.3"
"726600","1-11-2023-30673","Sales","Commercial","Sell","Shop","2023-09-25","343","Al Warsan First","70.0","659050.0","9415.0"
"726830","1-11-2023-4752","Sales","Commercial","Sell","","2023-02-21","355","Al Nahda First","2322.58","125000000.0","53819.46"
"727840","1-11-2023-456","Sales","Commercial","Sell","","2023-01-05","485","Me'Aisem First","82.0","278003.0","3390.28"
"728021","1-11-2023-25554","Sales","Commercial","Sell","","2023-08-14","350","Al Thanyah Fifth","680.0","5200000.0","7647.06"
"728605","1-11-2023-27430","Sales","Commercial","Sell","","2023-08-30","350","Al Thanyah Fifth","1030.36","22500000.0","21837.03"
"728668","1-11-2023-24207","Sales","Commercial","Sell","","2023-08-01","445","Jabal Ali First","2958.29","11941000.0","4036.45"
"728723","1-11-2023-29597","Sales","Commercial","Sell","Office","2023-09-19","341","Trade Center First","97.78","2450000.0","25056.25"
"728737","1-11-2023-720","Sales","Commercial","Sell","Shop","2023-01-09","343","Al Warsan First","29.3","322000.0","10989.76"
"728745","1-11-2023-17520","Sales","Commercial","Sell","Office","2023-06-06","443","Al Thanyah First","116.78","600000.0","5137.87"
"728746","1-11-2023-21971","Sales","Commercial","Sell","Office","2023-07-12","350","Al Thanyah Fifth","149.06","1050000.0","7044.14"
"728766","1-11-2023-32119","Sales","Commercial","Sell","Office","2023-10-06","350","Al Thanyah Fifth","79.34","650000.0","8192.59"
"728836","1-11-2023-25591","Sales","Commercial","Sell","","2023-08-14","410","Palm Jumeirah","121.51","503600.0","4144.51"
"729031","1-11-2023-14282","Sales","Commercial","Sell","Shop","2023-05-15","409","Al Barshaa South Third","93.8","1211580.0","12916.63"
"729514","1-11-2023-17971","Sales","Commercial","Sell","Office","2023-06-08","526","Business Bay","318.56","10290000.0","32301.61"
"729869","1-11-2023-7274","Sales","Commercial","Sell","Office","2023-03-14","526","Business Bay","107.54","1350000.0","12553.47"
"730105","1-11-2023-41446","Sales","Commercial","Sell","Office","2023-12-14","444","Al Hebiah First","185.84","820151.0","4413.21"
"730305","1-11-2023-6586","Sales","Commercial","Sell","","2023-03-08","410","Palm Jumeirah","302.5","15000000.0","49586.78"
"730632","1-11-2023-20457","Sales","Commercial","Sell","Office","2023-06-26","526","Business Bay","291.85","11039750.0","37826.79"
"730784","1-11-2023-8042","Sales","Commercial","Sell","","2023-03-17","410","Palm Jumeirah","304.98","21000000.0","68856.97"
"730928","1-11-2023-24453","Sales","Commercial","Sell","Office","2023-08-02","526","Business Bay","94.39","1050000.0","11124.06"
"731062","1-11-2023-2435","Sales","Commercial","Sell","Shop","2023-01-26","343","Al Warsan First","55.0","550000.0","10000.0"
"731224","1-11-2023-6373","Sales","Commercial","Sell","Office","2023-03-08","350","Al Thanyah Fifth","104.48","505800.0","4841.12"
"731428","1-11-2023-12138","Sales","Commercial","Sell","Office","2023-04-26","526","Business Bay","82.48","708168.0","8585.94"
"731624","1-11-2023-27207","Sales","Commercial","Sell","Office","2023-08-28","526","Business Bay","125.79","1000000.0","7949.76"
"731626","1-11-2023-40840","Sales","Commercial","Sell","Office","2023-12-11","526","Business Bay","95.85","800000.0","8346.37"
"731758","1-11-2023-41996","Sales","Commercial","Sell","Shop","2023-12-19","526","Business Bay","31.04","740000.0","23840.21"
"731829","1-11-2023-42972","Sales","Commercial","Sell","","2023-12-28","333","Madinat Dubai Almelaheyah","2605.5","21034006.0","8072.92"
"732108","1-11-2023-13374","Sales","Commercial","Sell","Office","2023-05-04","526","Business Bay","111.32","1275000.0","11453.47"
"732134","1-11-2023-32102","Sales","Commercial","Sell","","2023-11-06","233","Hor Al Anz","218.41","1450000.0","6638.89"
"732478","1-11-2023-23437","Sales","Commercial","Sell","","2023-08-11","230","Abu Hail","232.26","2200000.0","9472.14"
"732520","1-11-2023-18328","Sales","Commercial","Sell","","2023-06-13","269","Al Hamriya","441.94","7500000.0","16970.63"
"732644","1-11-2023-35765","Sales","Commercial","Sell","","2023-11-06","352","Al Thanayah Fourth","615.3","8400000.0","13651.88"
"732776","1-11-2023-13167","Sales","Commercial","Sell","Office","2023-05-03","330","Marsa Dubai","344.06","5945208.0","17279.57"
"733462","1-11-2023-37365","Sales","Commercial","Sell","Office","2023-11-16","409","Al Barshaa South Third","44.81","360000.0","8033.92"
"733670","1-11-2023-33954","Sales","Commercial","Sell","Office","2023-10-23","526","Business Bay","169.05","1750000.0","10351.97"
"733684","1-11-2023-19476","Sales","Commercial","Sell","Shop","2023-06-20","330","Marsa Dubai","198.36","425000.0","2142.57"
"733875","1-11-2023-15776","Sales","Commercial","Sell","","2023-05-24","441","Al Barsha South Fourth","504.64","2430000.0","4815.31"
"734117","1-11-2023-14295","Sales","Commercial","Sell","Shop","2023-05-12","409","Al Barshaa South Third","80.65","1041732.0","12916.7"
"734348","1-11-2023-32815","Sales","Commercial","Sell","Office","2023-10-12","350","Al Thanyah Fifth","59.27","1231301.0","20774.45"
"734639","1-11-2023-4767","Sales","Commercial","Sell","","2023-02-20","410","Palm Jumeirah","622.06","20500000.0","32955.02"
"734669","1-11-2023-15834","Sales","Commercial","Sell","Office","2023-05-25","350","Al Thanyah Fifth","117.06","1008016.0","8611.11"
"734741","1-11-2023-28829","Sales","Commercial","Sell","","2023-09-19","233","Hor Al Anz","211.35","2099365.0","9933.12"
"735031","1-11-2023-29110","Sales","Commercial","Sell","Office","2023-09-13","350","Al Thanyah Fifth","72.16","650000.0","9007.76"
"735227","1-11-2023-6486","Sales","Commercial","Sell","Shop","2023-03-13","526","Business Bay","33.07","541969.0","16388.54"
"735818","1-11-2023-25685","Sales","Commercial","Sell","","2023-08-15","350","Al Thanyah Fifth","527.43","4600000.0","8721.54"
"735999","1-11-2023-39639","Sales","Commercial","Sell","","2023-12-01","441","Al Barsha South Fourth","3214.24","73500000.0","22866.99"
"736302","1-11-2023-11518","Sales","Commercial","Sell","","2023-04-18","352","Al Thanayah Fourth","540.05","4950000.0","9165.82"
"736553","1-11-2023-11081","Sales","Commercial","Sell","Shop","2023-04-13","343","Al Warsan First","77.0","766000.0","9948.05"
"736686","1-11-2023-1971","Sales","Commercial","Sell","Office","2023-01-23","526","Business Bay","99.4","975000.0","9808.85"
"736809","1-11-2023-8198","Sales","Commercial","Sell","Shop","2023-03-20","350","Al Thanyah Fifth","56.58","912500.0","16127.61"
"736941","1-11-2023-5160","Sales","Commercial","Sell","","2023-02-23","350","Al Thanyah Fifth","955.68","9100000.0","9522.02"
"736971","1-11-2023-35122","Sales","Commercial","Sell","","2023-11-02","371","Al Safouh Second","2001.13","50000000.0","24985.88"
"737047","1-11-2023-32523","Sales","Commercial","Sell","Office","2023-10-10","526","Business Bay","91.37","825000.0","9029.22"
"737156","1-11-2023-10295","Sales","Commercial","Sell","Office","2023-04-10","526","Business Bay","90.37","1062515.0","11757.39"
"737701","1-11-2023-20263","Sales","Commercial","Sell","","2023-06-23","350","Al Thanyah Fifth","245.0","923006.0","3767.37"
"738047","1-11-2023-42757","Sales","Commercial","Sell","Office","2023-12-25","350","Al Thanyah Fifth","109.43","1295987.0","11843.07"
"738061","1-11-2023-29695","Sales","Commercial","Sell","","2023-09-18","350","Al Thanyah Fifth","699.93","5400000.0","7715.06"
"738436","1-11-2023-6351","Sales","Commercial","Sell","","2023-03-06","350","Al Thanyah Fifth","956.01","15000000.0","15690.21"
"738643","1-11-2023-24614","Sales","Commercial","Sell","","2023-08-03","352","Al Thanayah Fourth","541.81","6150000.0","11350.84"
"738707","1-11-2023-17673","Sales","Commercial","Sell","","2023-06-07","410","Palm Jumeirah","39.43","163400.0","4144.05"
"738757","1-11-2023-3452","Sales","Commercial","Sell","","2023-02-07","267","Al Raffa","220.09","3000000.0","13630.79"
"739479","1-11-2023-2878","Sales","Commercial","Sell","Shop","2023-02-01","350","Al Thanyah Fifth","102.44","2767000.0","27010.93"
"739676","1-11-2023-21479","Sales","Commercial","Sell","","2023-07-10","410","Palm Jumeirah","54.13","224300.0","4143.73"
"739864","1-11-2023-6197","Sales","Commercial","Sell","Office","2023-03-06","526","Business Bay","77.26","800000.0","10354.65"
"739865","1-11-2023-36301","Sales","Commercial","Sell","","2023-11-08","352","Al Thanayah Fourth","540.05","7850000.0","14535.69"
"740503","1-11-2023-9345","Sales","Commercial","Sell","","2023-03-29","343","Al Warsan First","154.0","1650000.0","10714.29"
"740692","1-11-2023-42259","Sales","Commercial","Sell","Office","2023-12-22","526","Business Bay","101.88","1480451.0","14531.32"
"740709","1-11-2023-22204","Sales","Commercial","Sell","Office","2023-07-14","350","Al Thanyah Fifth","58.71","1000000.0","17032.87"
"740726","1-11-2023-12645","Sales","Commercial","Sell","","2023-05-01","352","Al Thanayah Fourth","2622.65","27000000.0","10294.93"
"740752","1-11-2023-41533","Sales","Commercial","Sell","Office","2023-12-25","350","Al Thanyah Fifth","91.9","800000.0","8705.11"
"740898","1-11-2023-9262","Sales","Commercial","Sell","","2023-03-29","350","Al Thanyah Fifth","820.0","7100000.0","8658.54"
"741022","1-11-2023-4300","Sales","Commercial","Sell","Office","2023-02-15","350","Al Thanyah Fifth","99.09","826615.0","8342.06"
"741062","1-11-2023-5197","Sales","Commercial","Sell","Office","2023-02-24","444","Al Hebiah First","278.58","1835388.0","6588.37"
"741274","1-11-2023-15704","Sales","Commercial","Sell","Office","2023-05-24","526","Business Bay","174.77","4300000.0","24603.76"
"741334","1-11-2023-14896","Sales","Commercial","Sell","Office","2023-05-17","526","Business Bay","264.45","9800000.0","37058.04"
"741457","1-11-2023-24649","Sales","Commercial","Sell","","2023-08-03","441","Al Barsha South Fourth","268.75","2917350.0","10855.26"
"741473","1-11-2023-9160","Sales","Commercial","Sell","","2023-03-30","230","Abu Hail","255.48","1150000.0","4501.33"
"741474","1-11-2023-10504","Sales","Commercial","Sell","Shop","2023-04-11","343","Al Warsan First","43.0","361023.0","8395.88"
"741519","1-11-2023-26956","Sales","Commercial","Sell","","2023-08-25","414","Al Barshaa South Second","9536.27","64100000.0","6721.71"
"741538","1-11-2023-1718","Sales","Commercial","Sell","Office","2023-01-19","526","Business Bay","150.58","2144880.0","14244.12"
"741618","1-11-2023-26994","Sales","Commercial","Sell","Office","2023-08-25","526","Business Bay","110.49","1546090.0","13993.03"
"742382","1-11-2023-12263","Sales","Commercial","Sell","Office","2023-04-28","350","Al Thanyah Fifth","94.03","910917.0","9687.51"
"742534","1-11-2023-14991","Sales","Commercial","Sell","Office","2023-05-18","350","Al Thanyah Fifth","68.1","650000.0","9544.79"
"742748","1-11-2023-38570","Sales","Commercial","Sell","","2023-11-23","484","Nadd Hessa","432.12","4000000.0","9256.69"
"743320","1-11-2023-13255","Sales","Commercial","Sell","","2023-05-04","350","Al Thanyah Fifth","806.22","6900000.0","8558.46"
"743322","1-11-2023-39163","Sales","Commercial","Sell","Office","2023-12-01","526","Business Bay","69.64","1471465.0","21129.6"
"743606","1-11-2023-12148","Sales","Commercial","Sell","Office","2023-04-26","526","Business Bay","88.54","822500.0","9289.59"
"744057","1-11-2023-6284","Sales","Commercial","Sell","Office","2023-03-06","526","Business Bay","61.4","655000.0","10667.75"
"744309","1-11-2023-34659","Sales","Commercial","Sell","Office","2023-10-26","526","Business Bay","80.36","1250000.0","15555.0"
"744342","1-11-2023-8245","Sales","Commercial","Sell","","2023-03-21","307","Al Safouh First","563.92","5600000.0","9930.49"
"744391","1-11-2023-895","Sales","Commercial","Sell","","2023-01-11","352","Al Thanayah Fourth","1796.67","39000000.0","21706.82"
"744393","1-11-2023-21588","Sales","Commercial","Sell","","2023-07-10","410","Palm Jumeirah","119.46","495100.0","4144.48"
"744498","1-11-2023-15786","Sales","Commercial","Sell","","2023-05-25","297","Al Warqa First","1393.55","7650000.0","5489.58"
"744558","1-11-2023-2598","Sales","Commercial","Sell","Office","2023-01-30","526","Business Bay","1146.42","15785000.0","13768.95"
"744563","1-11-2023-26286","Sales","Commercial","Sell","","2023-08-21","410","Palm Jumeirah","62.91","260700.0","4144.02"
"745285","1-11-2023-9868","Sales","Commercial","Sell","","2023-04-04","441","Al Barsha South Fourth","1828.57","15600000.0","8531.26"
"745372","1-11-2023-24554","Sales","Commercial","Sell","Office","2023-08-03","526","Business Bay","49.26","642500.0","13043.04"
"745436","1-11-2023-25605","Sales","Commercial","Sell","Office","2023-08-14","526","Business Bay","93.21","1100000.0","11801.31"
