"","transaction_id","trans_group_en","property_usage_en","procedure_name_en","property_sub_type_en","instance_date","area_id","area_name_en","procedure_area","actual_worth","meter_sale_price"
"745468","1-11-2023-5383","Sales","Commercial","Sell","Office","2023-02-27","526","Business Bay","83.62","1080000.0","12915.57"
"745613","1-11-2023-17953","Sales","Commercial","Sell","Shop","2023-06-14","409","Al Barshaa South Third","135.91","2121234.0","15607.64"
"745733","1-11-2023-19792","Sales","Commercial","Sell","Shop","2023-06-22","343","Al Warsan First","47.0","450000.0","9574.47"
"745986","1-11-2023-12827","Sales","Commercial","Sell","Shop","2023-05-02","409","Al Barshaa South Third","83.24","520000.0","6247.0"
"746169","1-11-2023-17462","Sales","Commercial","Sell","Office","2023-06-06","350","Al Thanyah Fifth","97.52","1054949.0","10817.77"
"746207","1-11-2023-25152","Sales","Commercial","Sell","","2023-08-14","465","Wadi Al Safa 3","18200.25","39181177.0","2152.78"
"746272","1-11-2023-19388","Sales","Commercial","Sell","Office","2023-06-20","390","Burj Khalifa","192.86","3730500.0","19343.05"
"746550","1-11-2023-8812","Sales","Commercial","Sell","","2023-03-27","445","Jabal Ali First","6.0","19375.0","3229.17"
"747066","1-11-2023-12668","Sales","Commercial","Sell","Office","2023-05-02","350","Al Thanyah Fifth","1020.82","10233696.0","10024.98"
"747173","1-11-2023-40414","Sales","Commercial","Sell","Office","2023-12-07","350","Al Thanyah Fifth","118.81","1257000.0","10579.92"
"747381","1-11-2023-30752","Sales","Commercial","Sell","Office","2023-09-26","350","Al Thanyah Fifth","100.79","878760.0","8718.72"
"747568","1-11-2023-24472","Sales","Commercial","Sell","","2023-08-03","352","Al Thanayah Fourth","108.0","1100000.0","10185.19"
"747933","1-11-2023-11652","Sales","Commercial","Sell","","2023-04-19","465","Wadi Al Safa 3","1056.78","17000000.0","16086.6"
"748258","1-11-2023-23475","Sales","Commercial","Sell","Office","2023-07-25","526","Business Bay","138.19","1960000.0","14183.37"
"748585","1-11-2023-2580","Sales","Commercial","Sell","","2023-01-30","410","Palm Jumeirah","57.11","236700.0","4144.63"
"748912","1-11-2023-24483","Sales","Commercial","Sell","","2023-08-03","350","Al Thanyah Fifth","130.45","315900.0","2421.62"
"749118","1-11-2023-9671","Sales","Commercial","Sell","","2023-04-03","410","Palm Jumeirah","622.95","21000000.0","33710.57"
"749608","1-11-2023-13380","Sales","Commercial","Sell","Office","2023-05-05","443","Al Thanyah First","72.13","543480.0","7534.73"
"749930","1-11-2023-20572","Sales","Commercial","Sell","Office","2023-06-27","350","Al Thanyah Fifth","62.99","620000.0","9842.83"
"749953","1-11-2023-3714","Sales","Commercial","Sell","","2023-02-09","350","Al Thanyah Fifth","510.0","3019274.0","5920.15"
"750045","1-11-2023-29309","Sales","Commercial","Sell","Shop","2023-09-14","465","Wadi Al Safa 3","177.15","1700000.0","9596.39"
"750223","1-11-2023-894","Sales","Commercial","Sell","","2023-01-11","352","Al Thanayah Fourth","2250.95","45000000.0","19991.56"
"750516","1-11-2023-21621","Sales","Commercial","Sell","Office","2023-07-10","526","Business Bay","86.77","950000.0","10948.48"
"750599","1-11-2023-14078","Sales","Commercial","Sell","Office","2023-05-11","232","Mirdif","185.97","2688777.0","14458.12"
"750616","1-11-2023-25215","Sales","Commercial","Sell","Office","2023-08-09","350","Al Thanyah Fifth","106.96","1600000.0","14958.86"
"750827","1-11-2023-14889","Sales","Commercial","Sell","Office","2023-05-17","526","Business Bay","58.93","490000.0","8314.95"
"750828","1-11-2023-24596","Sales","Commercial","Sell","","2023-08-03","352","Al Thanayah Fourth","582.32","6525000.0","11205.18"
"750885","1-11-2023-42502","Sales","Commercial","Sell","","2023-12-21","352","Al Thanayah Fourth","532.06","10000000.0","18794.87"
"750900","1-11-2023-23402","Sales","Commercial","Sell","Office","2023-07-25","350","Al Thanyah Fifth","149.11","259245.0","1738.62"
"751236","1-11-2023-35675","Sales","Commercial","Sell","Office","2023-11-03","526","Business Bay","273.69","13750000.0","50239.32"
"751380","1-11-2023-1251","Sales","Commercial","Sell","Shop","2023-01-17","343","Al Warsan First","79.0","550722.0","6971.17"
"751634","1-11-2023-25634","Sales","Commercial","Sell","Office","2023-08-14","526","Business Bay","76.98","1230000.0","15978.18"
"751832","1-11-2023-21770","Sales","Commercial","Sell","","2023-07-12","318","Jumeirah Third","430.19","3550000.0","8252.17"
"751863","1-11-2023-8524","Sales","Commercial","Sell","Office","2023-03-23","350","Al Thanyah Fifth","116.87","900000.0","7700.86"
"752086","1-11-2023-36028","Sales","Commercial","Sell","Office","2023-11-07","390","Burj Khalifa","313.54","13273635.0","42334.74"
"752252","1-11-2023-13665","Sales","Commercial","Sell","Shop","2023-05-08","526","Business Bay","52.12","748962.0","14369.95"
"752975","1-11-2023-25472","Sales","Commercial","Sell","","2023-08-14","350","Al Thanyah Fifth","688.71","5100000.0","7405.15"
"753773","1-11-2023-7812","Sales","Commercial","Sell","","2023-03-16","352","Al Thanayah Fourth","527.69","5175000.0","9806.89"
"754471","1-11-2023-4487","Sales","Commercial","Sell","","2023-03-08","233","Hor Al Anz","94.88","897686.0","9461.28"
"754799","1-11-2023-39157","Sales","Commercial","Sell","Office","2023-11-29","526","Business Bay","95.11","1300000.0","13668.38"
"754833","1-11-2023-12616","Sales","Commercial","Sell","Office","2023-05-01","526","Business Bay","69.64","1130000.0","16226.31"
"754861","1-11-2023-8501","Sales","Commercial","Sell","Office","2023-03-22","526","Business Bay","86.77","592532.0","6828.77"
"755405","1-11-2023-38573","Sales","Commercial","Sell","Office","2023-11-24","526","Business Bay","149.11","1600000.0","10730.33"
"755637","1-11-2023-142","Sales","Commercial","Sell","Shop","2023-01-03","526","Business Bay","67.93","1112510.0","16377.3"
"756225","1-11-2023-36982","Sales","Commercial","Sell","","2023-11-14","484","Nadd Hessa","550.93","4750000.0","8621.78"
"756281","1-11-2023-22463","Sales","Commercial","Sell","","2023-07-17","410","Palm Jumeirah","657.19","26300000.0","40018.87"
"756525","1-11-2023-21750","Sales","Commercial","Sell","","2023-07-11","334","Al Jadaf","3430.16","22153158.0","6458.35"
"756581","1-11-2023-39795","Sales","Commercial","Sell","","2023-12-04","410","Palm Jumeirah","1245.49","37000000.0","29707.18"
"756687","1-11-2023-4899","Sales","Commercial","Sell","","2023-02-21","350","Al Thanyah Fifth","529.32","4295000.0","8114.18"
"756754","1-11-2023-3860","Sales","Commercial","Sell","Office","2023-02-09","526","Business Bay","29.21","540000.0","18486.82"
"757197","1-11-2023-6528","Sales","Commercial","Sell","Office","2023-03-14","526","Business Bay","244.18","3749748.0","15356.49"
"757231","1-11-2023-10011","Sales","Commercial","Sell","Office","2023-04-05","526","Business Bay","40.85","500000.0","12239.9"
"757331","1-11-2023-10762","Sales","Commercial","Sell","Shop","2023-04-11","343","Al Warsan First","34.0","283626.0","8341.96"
"757625","1-11-2023-4764","Sales","Commercial","Sell","Office","2023-02-20","526","Business Bay","146.09","1678998.0","11492.9"
"758189","1-11-2023-16749","Sales","Commercial","Sell","Office","2023-05-31","441","Al Barsha South Fourth","148.18","1065000.0","7187.2"
"758282","1-11-2023-28732","Sales","Commercial","Sell","Office","2023-09-13","350","Al Thanyah Fifth","117.75","800000.0","6794.06"
"758478","1-11-2023-35927","Sales","Commercial","Sell","","2023-11-06","238","Al Dhagaya","445.75","23740000.0","53258.55"
"759518","1-11-2023-20957","Sales","Commercial","Sell","Office","2023-07-05","526","Business Bay","70.07","1055922.0","15069.53"
"760146","1-11-2023-24200","Sales","Commercial","Sell","","2023-08-01","350","Al Thanyah Fifth","954.87","19840000.0","20777.7"
"760339","1-11-2023-39087","Sales","Commercial","Sell","","2023-11-28","350","Al Thanyah Fifth","987.27","17500000.0","17725.65"
"760823","1-11-2023-13954","Sales","Commercial","Sell","","2023-05-10","445","Jabal Ali First","600.0","2000000.0","3333.33"
"761004","1-11-2023-37810","Sales","Commercial","Sell","Office","2023-11-20","526","Business Bay","82.48","1150000.0","13942.77"
"761307","1-11-2023-9396","Sales","Commercial","Sell","","2023-03-30","352","Al Thanayah Fourth","1370.41","23100000.0","16856.27"
"761625","1-11-2023-36811","Sales","Commercial","Sell","","2023-11-13","410","Palm Jumeirah","622.65","31500000.0","50590.22"
"761767","1-11-2023-31220","Sales","Commercial","Sell","","2023-09-28","485","Me'Aisem First","1048.13","16000000.0","15265.28"
"761844","1-11-2023-43497","Sales","Commercial","Sell","Office","2023-12-28","526","Business Bay","138.32","1563303.0","11302.07"
"762889","1-11-2023-11486","Sales","Commercial","Sell","Office","2023-04-18","526","Business Bay","101.17","800000.0","7907.48"
"763016","1-11-2023-17178","Sales","Commercial","Sell","","2023-06-05","352","Al Thanayah Fourth","659.8","5940000.0","9002.73"
"763190","1-11-2023-41146","Sales","Commercial","Sell","Shop","2023-12-13","409","Al Barshaa South Third","71.96","1300000.0","18065.59"
"763767","1-11-2023-29720","Sales","Commercial","Sell","","2023-09-18","382","Al Waheda","929.03","2000000.0","2152.78"
"763967","1-11-2023-20959","Sales","Commercial","Sell","Office","2023-07-05","526","Business Bay","74.09","1116500.0","15069.51"
"763969","1-11-2023-29668","Sales","Commercial","Sell","Office","2023-09-18","443","Al Thanyah First","143.54","790000.0","5503.69"
"764028","1-11-2023-29678","Sales","Commercial","Sell","","2023-09-20","485","Me'Aisem First","849.08","15250000.0","17960.62"
"764297","1-11-2023-21821","Sales","Commercial","Sell","","2023-07-14","334","Al Jadaf","2750.67","39900000.0","14505.56"
"764328","1-11-2023-8463","Sales","Commercial","Sell","Shop","2023-03-27","444","Al Hebiah First","82.72","2705000.0","32700.68"
"764369","1-11-2023-489","Sales","Commercial","Sell","Office","2023-01-09","526","Business Bay","130.28","2243712.0","17222.23"
"764805","1-11-2023-25158","Sales","Commercial","Sell","","2023-08-09","350","Al Thanyah Fifth","986.83","15000000.0","15200.19"
"764841","1-11-2023-3255","Sales","Commercial","Sell","","2023-02-06","410","Palm Jumeirah","657.58","25500000.0","38778.55"
"764936","1-11-2023-40360","Sales","Commercial","Sell","Shop","2023-12-11","526","Business Bay","78.47","1700000.0","21664.33"
"765092","1-11-2023-22981","Sales","Commercial","Sell","Office","2023-07-19","350","Al Thanyah Fifth","102.7","1122150.0","10926.48"
"765216","1-11-2023-7648","Sales","Commercial","Sell","","2023-03-16","352","Al Thanayah Fourth","653.11","5950000.0","9110.26"
"765340","1-11-2023-12156","Sales","Commercial","Sell","Office","2023-04-27","350","Al Thanyah Fifth","98.65","135543.0","1373.98"
"765517","1-11-2023-10763","Sales","Commercial","Sell","Shop","2023-04-11","343","Al Warsan First","52.0","433783.0","8341.98"
"765754","1-11-2023-15784","Sales","Commercial","Sell","","2023-05-24","350","Al Thanyah Fifth","198.85","749140.0","3767.36"
"766413","1-11-2023-23724","Sales","Commercial","Sell","","2023-07-26","485","Me'Aisem First","397.63","6000000.0","15089.4"
"766424","1-11-2023-34674","Sales","Commercial","Sell","Office","2023-10-26","526","Business Bay","54.29","787500.0","14505.43"
"766834","1-11-2023-3903","Sales","Commercial","Sell","Office","2023-02-10","350","Al Thanyah Fifth","124.95","875000.0","7002.8"
"766946","1-11-2023-12632","Sales","Commercial","Sell","Office","2023-05-01","350","Al Thanyah Fifth","114.94","857608.0","7461.35"
"766977","1-11-2023-28379","Sales","Commercial","Sell","","2023-09-11","350","Al Thanyah Fifth","666.15","5450000.0","8181.34"
"766978","1-11-2023-35953","Sales","Commercial","Sell","Office","2023-11-06","526","Business Bay","281.1","14500000.0","51583.07"
"767028","1-11-2023-25390","Sales","Commercial","Sell","Office","2023-08-11","350","Al Thanyah Fifth","69.66","646667.0","9283.19"
"767038","1-11-2023-13445","Sales","Commercial","Sell","","2023-05-05","352","Al Thanayah Fourth","773.51","9100000.0","11764.55"
"767263","1-11-2023-434","Sales","Commercial","Sell","Office","2023-01-05","526","Business Bay","34.1","375000.0","10997.07"
"767331","1-11-2023-27289","Sales","Commercial","Sell","Office","2023-08-29","526","Business Bay","104.61","1080000.0","10324.06"
"767922","1-11-2023-34373","Sales","Commercial","Sell","","2023-10-25","235","Eyal Nasser","275.18","7250000.0","26346.39"
"768101","1-11-2023-37818","Sales","Commercial","Sell","","2023-11-20","350","Al Thanyah Fifth","988.49","17000000.0","17197.95"
"768145","1-11-2023-1279","Sales","Commercial","Sell","Shop","2023-01-16","343","Al Warsan First","43.0","378591.0","8804.44"
"768189","1-11-2023-28830","Sales","Commercial","Sell","Shop","2023-09-12","343","Al Warsan First","47.0","540000.0","11489.36"
"768310","1-11-2023-4945","Sales","Commercial","Sell","Office","2023-02-21","526","Business Bay","87.16","1002000.0","11496.1"
"768554","1-11-2023-23804","Sales","Commercial","Sell","Office","2023-07-27","350","Al Thanyah Fifth","144.0","5115000.0","35520.83"
"768832","1-11-2023-4778","Sales","Commercial","Sell","Office","2023-02-21","526","Business Bay","311.99","4919806.0","15769.12"
"768924","1-11-2023-41451","Sales","Commercial","Sell","Office","2023-12-14","444","Al Hebiah First","217.63","960445.0","4413.2"
"769261","1-11-2023-40900","Sales","Commercial","Sell","Office","2023-12-11","350","Al Thanyah Fifth","231.82","5000000.0","21568.46"
"769324","1-11-2023-20077","Sales","Commercial","Sell","","2023-06-23","343","Al Warsan First","154.0","1560000.0","10129.87"
"769344","1-11-2023-33440","Sales","Commercial","Sell","Office","2023-10-18","526","Business Bay","74.23","660000.0","8891.28"
"769380","1-11-2023-26505","Sales","Commercial","Sell","Office","2023-08-22","350","Al Thanyah Fifth","56.41","1000000.0","17727.35"
"769897","1-11-2023-11885","Sales","Commercial","Sell","","2023-04-27","410","Palm Jumeirah","61.52","254900.0","4143.37"
"770047","1-11-2023-27298","Sales","Commercial","Sell","","2023-08-29","352","Al Thanayah Fourth","3874.43","209000000.0","53943.42"
"770333","1-11-2023-14286","Sales","Commercial","Sell","Shop","2023-05-12","409","Al Barshaa South Third","79.8","1030752.0","12916.69"
"770437","1-11-2023-25725","Sales","Commercial","Sell","","2023-08-15","350","Al Thanyah Fifth","988.29","11450000.0","11585.67"
"770484","1-11-2023-14011","Sales","Commercial","Sell","Office","2023-05-10","350","Al Thanyah Fifth","125.98","1570800.0","12468.65"
"770544","1-11-2023-30813","Sales","Commercial","Sell","Office","2023-09-26","350","Al Thanyah Fifth","68.75","1466512.0","21331.09"
"770676","1-11-2023-32034","Sales","Commercial","Sell","Office","2023-10-05","526","Business Bay","87.84","925000.0","10530.51"
"770743","1-11-2023-19437","Sales","Commercial","Sell","Office","2023-06-20","526","Business Bay","83.31","1040000.0","12483.5"
"770768","1-11-2023-14169","Sales","Commercial","Sell","","2023-05-11","343","Al Warsan First","156.75","1600000.0","10207.34"
"770769","1-11-2023-39203","Sales","Commercial","Sell","","2023-11-29","343","Al Warsan First","156.2","1680000.0","10755.44"
"770942","1-11-2023-37933","Sales","Commercial","Sell","","2023-11-20","350","Al Thanyah Fifth","761.89","6500000.0","8531.42"
"771236","1-11-2023-8466","Sales","Commercial","Sell","Shop","2023-03-27","444","Al Hebiah First","52.12","1700000.0","32617.04"
"771878","1-11-2023-6069","Sales","Commercial","Sell","Office","2023-03-03","526","Business Bay","112.48","938339.0","8342.27"
"772113","1-11-2023-20334","Sales","Commercial","Sell","","2023-06-27","355","Al Nahda First","2328.99","114750000.0","49270.28"
"772115","1-11-2023-39146","Sales","Commercial","Sell","Office","2023-12-01","526","Business Bay","62.03","1310675.0","21129.7"
"772237","1-11-2023-31182","Sales","Commercial","Sell","Shop","2023-09-28","412","Al Merkadh","34.78","1225000.0","35221.39"
"772374","1-11-2023-38907","Sales","Commercial","Sell","","2023-11-27","410","Palm Jumeirah","61.67","557600.0","9041.67"
"772497","1-11-2023-37114","Sales","Commercial","Sell","Shop","2023-11-15","343","Al Warsan First","43.0","475000.0","11046.51"
"772607","1-11-2023-7894","Sales","Commercial","Sell","Office","2023-03-17","526","Business Bay","107.66","1650000.0","15326.03"
"772628","1-11-2023-32547","Sales","Commercial","Sell","","2023-10-11","467","Wadi Al Safa 5","2817.75","8731741.0","3098.83"
"772645","1-11-2023-35615","Sales","Commercial","Sell","Shop","2023-11-06","343","Al Warsan First","66.0","400000.0","6060.61"
"772950","1-11-2023-12620","Sales","Commercial","Sell","","2023-05-01","485","Me'Aisem First","857.8","11200000.0","13056.66"
"772965","1-11-2023-12657","Sales","Commercial","Sell","Office","2023-05-02","350","Al Thanyah Fifth","262.25","2762205.0","10532.72"
"773162","1-11-2023-444","Sales","Commercial","Sell","Office","2023-01-05","526","Business Bay","146.19","1807017.0","12360.74"
"773714","1-11-2023-13377","Sales","Commercial","Sell","Office","2023-05-08","443","Al Thanyah First","96.18","818000.0","8504.89"
